word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,source,source_url,license
multiple,mˈʌltʌpʌl,a product of a given number and an integer,倍数,n.,,,k12_stem k12_math arithmetic grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""arithmetic""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
multiplicative inverse,,a number that multiplies with another number to make one,乘法逆元；倒数,n.,,,k12_stem k12_math number grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""number""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
muscular system,mˈʌskjʌlɝ sˈɪstʌm,the body system of muscles that enables movement,肌肉系统,n.,,,k12_stem k12_science life_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""life_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
mutation,mjutˈeɪʃʌn,a change in DNA,突变,n.,,,k12_stem k12_science life_science grade_k_12 ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_courses"": [""ap_biology""], ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
natural number,nˈætʃɝʌl nˈʌmbɝ,"a counting number such as 1, 2, 3, and so on",自然数,n.,,,k12_stem k12_math number grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""number""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
natural resource,nˈætʃɝʌl rˈisɔrs,a material or energy source from nature that people use,自然资源,n.,,,k12_stem k12_science earth_space_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""earth_space_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
natural selection,nˈætʃɝʌl sʌlˈɛkʃʌn,a process in which organisms with helpful traits survive and reproduce more often,自然选择,n.,,,k12_stem k12_science life_science grade_k_12 ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_courses"": [""ap_biology""], ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
nervous system,nˈɝvʌs sˈɪstʌm,the body system that receives signals and controls responses,神经系统,n.,,,k12_stem k12_science life_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""life_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
net,nˈɛt,a two-dimensional pattern that can be folded into a three-dimensional solid,展开图,n.,,,k12_stem k12_math geometry grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""geometry""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
net force,nˈɛt fˈɔrs,the overall force after all forces are combined,合力,n.,,,k12_stem k12_science physical_science grade_k_12 ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_courses"": [""ap_physics_1""], ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
neutral,nˈutrʌl,neither acidic nor basic; having balanced electric charge,中性的,adj.,,,k12_stem k12_science physical_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""physical_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
niche,nˈɪtʃ,an organism's role in its ecosystem,生态位,n.,,,k12_stem k12_science life_science grade_k_12 ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_courses"": [""ap_biology""], ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
nonlinear function,nɑnlˈɪnˌiɝ fˈʌŋkʃʌn,a function whose graph is not a straight line,非线性函数,n.,,,k12_stem k12_math functions grade_6_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""6-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""functions""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
nonrenewable resource,nɑnrinˈuʌbʌl rˈisɔrs,a resource used faster than it can be replaced naturally,不可再生资源,n.,,,k12_stem k12_science earth_space_science grade_k_12 ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_courses"": [""ap_environmental_science""], ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
nucleus,nˈukliʌs,the cell structure that contains DNA in eukaryotic cells,细胞核,n.,,,k12_stem k12_science life_science grade_k_12,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.nextgenscience.org/search-standards"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-12"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""science"", ""topic"": ""life_science""}",,WordFan_K12_STEM,https://www.nextgenscience.org/search-standards,WordFan original definitions/translations; coverage informed by public standards/glossary sources
number,nˈʌmbɝ,"a value used to count, measure, label, or compare quantities",数；数字,n.,,,k12_stem k12_math number grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""number""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
numeral,nˈumɝʌl,a symbol or group of symbols used to write a number,数字符号,n.,,,k12_stem k12_math number grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""number""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
numerator,nˈumʌrˌeɪtɝ,the top number in a fraction,分子,n.,,,k12_stem k12_math number grade_k_8,,,,"{""aliases"": [], ""coverage_source_url"": ""https://www.thecorestandards.org/Math/"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""K-8"", ""phonetic_source"": ""CMUdict/local approximate IPA when available; manual fill for selected STEM terms"", ""priority"": 80, ""subject"": ""math"", ""topic"": ""number""}",,WordFan_K12_STEM,https://www.thecorestandards.org/Math/,WordFan original definitions/translations; coverage informed by public standards/glossary sources
